"sep=	"
Shimmer_A679_TimestampSync_Unix_CAL	Shimmer_A679_Accel_LN_X_CAL	Shimmer_A679_Accel_LN_Y_CAL	Shimmer_A679_Accel_LN_Z_CAL	Shimmer_A679_Accel_WR_X_CAL	Shimmer_A679_Accel_WR_Y_CAL	Shimmer_A679_Accel_WR_Z_CAL	Shimmer_A679_Battery_CAL	Shimmer_A679_Ext_Exp_A15_CAL	Shimmer_A679_GSR_Range_CAL	Shimmer_A679_GSR_Skin_Conductance_CAL	Shimmer_A679_GSR_Skin_Resistance_CAL	Shimmer_A679_Gyro_X_CAL	Shimmer_A679_Gyro_Y_CAL	Shimmer_A679_Gyro_Z_CAL	Shimmer_A679_Mag_X_CAL	Shimmer_A679_Mag_Y_CAL	Shimmer_A679_Mag_Z_CAL	Shimmer_A679_PPG_A13_CAL	Shimmer_A679_Pressure_BMP280_CAL	Shimmer_A679_Temperature_BMP280_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	mV	mV	no_units	uS	kOhms	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	mV	kPa	Degrees Celsius	
1.7713405904261113E12	6.315217391304348	-5.315217391304348	2.391304347826087	4.500299222022741	-8.59605026929982	0.047875523638539794	3917.948717948718	1901.098901098901	1.0	8.906076501895315	112.28288907996561	-4.198473282442748	-1.1755725190839694	-1.1603053435114503	-0.8050974512743628	0.12593703148425786	-0.2608695652173913	1219.7802197802198	99.62328716600538	28.596731256786732	
1.7713405904457415E12	6.358695652173913	-5.358695652173913	2.391304347826087	4.5146618791143025	-8.648713345302214	0.040694195092758824	3931.135531135531	1918.6813186813185	1.0	8.900971270309249	112.34728993404073	-4.045801526717557	-0.7175572519083969	-1.4198473282442747	-0.800599700149925	0.13493253373313344	-0.2593703148425787	1229.3040293040292	99.62328716600538	28.596731256786732	
1.7713405904653716E12	6.293478260869565	-5.304347826086956	2.4130434782608696	4.497905445840813	-8.591262716935967	0.08138839018551765	3929.6703296703295	1917.216117216117	1.0	8.895866038723181	112.41176470588236	-4.366412213740458	0.7786259541984732	-1.66412213740458	-0.808095952023988	0.14992503748125938	-0.2578710644677661	1244.6886446886447	99.62044926300854	28.596731256786732	
1.7713405904850017E12	6.228260869565217	-5.239130434782608	2.402173913043478	4.402154398563734	-8.512268102932376	0.08138839018551765	3922.344322344322	1908.4249084249084	1.0	8.895866038723181	112.41176470588236	-4.045801526717557	1.4961832061068703	-1.816793893129771	-0.808095952023988	0.12443778110944527	-0.2608695652173913	1252.014652014652	99.62328716600538	28.596731256786732	
1.7713405905046318E12	6.217391304347826	-5.260869565217392	2.391304347826087	4.39736684619988	-8.557749850388989	0.06223818073010173	3931.135531135531	1920.8791208791208	1.0	8.895866038723181	112.41176470588236	-4.229007633587786	0.9465648854961831	-2.564885496183206	-0.8065967016491754	0.12143928035982009	-0.2578710644677661	1251.2820512820513	99.62328716600538	28.596731256786732	
1.771340590524262E12	6.217391304347826	-5.304347826086956	2.391304347826087	4.3877917414721725	-8.562537402752842	0.06463195691202872	3929.6703296703295	1917.9487179487178	1.0	8.895866038723181	112.41176470588236	-4.229007633587786	0.7175572519083969	-2.183206106870229	-0.8020989505247376	0.1394302848575712	-0.2638680659670165	1235.164835164835	99.62328716600538	28.596731256786732	
1.771340590543892E12	6.173913043478261	-5.33695652173913	2.380434782608696	4.375822860562537	-8.586475164572112	0.0718132854578097	3929.6703296703295	1917.216117216117	1.0	8.890760807137113	112.47631352282517	-3.709923664122137	0.6259541984732824	-1.4045801526717556	-0.8065967016491754	0.13793103448275862	-0.26836581709145424	1220.5128205128203	99.62896298032078	28.596731256786732	
1.7713405905635222E12	6.206521739130435	-5.3478260869565215	2.380434782608696	4.375822860562537	-8.615200478755236	0.06223818073010173	3922.344322344322	1908.4249084249084	1.0	8.890760807137113	112.47631352282517	-3.297709923664122	0.5801526717557252	-1.3587786259541985	-0.8065967016491754	0.13343328335832083	-0.2563718140929535	1204.3956043956043	99.62044926300854	28.596731256786732	
1.7713405905831523E12	6.206521739130435	-5.33695652173913	2.4130434782608696	4.363853979652903	-8.610412926391382	0.06223818073010173	3906.227106227106	1876.923076923077	1.0	8.890760807137113	112.47631352282517	-3.7251908396946565	0.4427480916030534	-1.3129770992366412	-0.808095952023988	0.1199400299850075	-0.27436281859070466	1213.9194139194137	99.63180089163936	28.596731256786732	
1.7713405906027825E12	6.195652173913043	-5.358695652173913	2.369565217391304	4.349491322561341	-8.624775583482943	0.06702573309395571	3931.135531135531	1911.3553113553112	1.0	8.890760807137113	112.47631352282517	-3.7404580152671754	0.5343511450381679	-1.3893129770992365	-0.8050974512743628	0.1199400299850075	-0.2563718140929535	1273.260073260073	99.62328716600538	28.596731256786732	
1.7713405906224126E12	6.195652173913043	-5.358695652173913	2.369565217391304	4.356672651107122	-8.653500897666069	0.03590664272890485	3931.135531135531	1921.6117216117216	1.0	8.885655575551045	112.54093651249642	-3.8167938931297707	-0.22900763358778625	-1.9236641221374045	-0.808095952023988	0.13043478260869565	-0.25037481259370314	1374.3589743589744	99.62044926300854	28.596731256786732	
1.771340590642043E12	6.184782608695652	-5.3478260869565215	2.358695652173913	4.344703770197486	-8.646319569120287	0.03590664272890485	3922.344322344322	1909.8901098901097	1.0	8.885655575551045	112.54093651249642	-3.9541984732824424	-0.2900763358778626	-2.015267175572519	-0.8095952023988006	0.1424287856071964	-0.25337331334332835	1484.9816849816848	99.62328716600538	28.596731256786732	
1.771340590661673E12	6.163043478260869	-5.33695652173913	2.380434782608696	4.359066427289048	-8.600837821663674	0.040694195092758824	3903.296703296703	1876.1904761904761	1.0	8.880550343964977	112.60563380281691	-3.847328244274809	-0.7480916030534351	-2.351145038167939	-0.8050974512743628	0.12293853073463268	-0.2578710644677661	1579.4871794871794	99.62328716600538	28.596731256786732	
1.7713405906813032E12	6.1521739130434785	-5.3478260869565215	2.369565217391304	4.337522441651705	-8.605625374027529	0.02154398563734291	3931.135531135531	1911.3553113553112	1.0	8.880550343964977	112.60563380281691	-4.1679389312977095	-0.7786259541984732	-1.984732824427481	-0.8200899550224887	0.14842578710644677	-0.2623688155922039	1635.164835164835	99.62574075043658	28.61180580794462	
1.7713405907009333E12	6.195652173913043	-5.3478260869565215	2.4130434782608696	4.351885098743267	-8.61998803111909	0.045481747456612806	3929.6703296703295	1915.018315018315	1.0	8.880550343964977	112.60563380281691	-3.633587786259542	-1.083969465648855	-1.6335877862595418	-0.808095952023988	0.13043478260869565	-0.2623688155922039	1628.5714285714284	99.63141670368735	28.61180580794462	
1.7713405907205635E12	6.184782608695652	-5.315217391304348	2.402173913043478	4.325553560742071	-8.598444045481747	0.06941950927588271	3923.8095238095234	1908.4249084249084	1.0	8.875445112378909	112.67040552200173	-4.091603053435114	-1.3129770992366412	-1.5419847328244274	-0.8065967016491754	0.13193403298350825	-0.2593703148425787	1573.6263736263736	99.62857872567494	28.61180580794462	
1.7713405907401936E12	6.184782608695652	-5.326086956521739	2.4130434782608696	4.349491322561341	-8.57211250748055	0.06223818073010173	3906.227106227106	1882.7838827838827	1.0	8.875445112378909	112.67040552200173	-4.213740458015267	-1.3587786259541985	-1.1603053435114503	-0.808095952023988	0.1409295352323838	-0.2563718140929535	1494.5054945054944	99.62574075043658	28.61180580794462	
1.7713405907598237E12	6.206521739130435	-5.33695652173913	2.380434782608696	4.363853979652903	-8.605625374027529	0.052663076002393776	3903.296703296703	1868.8644688644688	1.0	8.875445112378909	112.67040552200173	-3.8931297709923665	-1.450381679389313	-1.0687022900763359	-0.808095952023988	0.12293853073463268	-0.2593703148425787	1414.6520146520145	99.62857872567494	28.61180580794462	
1.7713405907794539E12	6.217391304347826	-5.33695652173913	2.369565217391304	4.373429084380611	-8.612806702573309	0.059844404548174746	3931.135531135531	1908.4249084249084	1.0	8.870339880792843	112.73525179856115	-3.5572519083969465	-1.4351145038167938	-1.129770992366412	-0.8035982008995503	0.12143928035982009	-0.2608695652173913	1339.194139194139	99.62857872567494	28.61180580794462	
1.771340590799084E12	6.206521739130435	-5.3478260869565215	2.369565217391304	4.363853979652903	-8.59605026929982	0.045481747456612806	3920.879120879121	1899.6336996336995	1.0	8.870339880792843	112.73525179856115	-3.450381679389313	-1.2213740458015268	-1.083969465648855	-0.8050974512743628	0.13493253373313344	-0.2518740629685157	1265.9340659340658	99.62857872567494	28.61180580794462	
1.771340590818714E12	6.217391304347826	-5.33695652173913	2.402173913043478	4.383004189108318	-8.598444045481747	0.06941950927588271	3931.135531135531	1917.9487179487178	1.0	8.870339880792843	112.73525179856115	-3.9236641221374042	-1.297709923664122	-0.8396946564885496	-0.808095952023988	0.12593703148425786	-0.2593703148425787	1194.1391941391942	99.62857872567494	28.61180580794462	
1.7713405908383442E12	6.239130434782608	-5.33695652173913	2.369565217391304	4.39736684619988	-8.610412926391382	0.07420706163973669	3931.135531135531	1923.0769230769229	1.0	8.865234649206773	112.80017276130148	-3.6488549618320607	-1.3435114503816794	-0.9312977099236641	-0.8065967016491754	0.13043478260869565	-0.2623688155922039	1154.5787545787546	99.62290277797226	28.61180580794462	
1.7713405908579744E12	6.239130434782608	-5.33695652173913	2.369565217391304	4.430879712746858	-8.612806702573309	0.033512866546977854	3929.6703296703295	1919.4139194139193	1.0	8.865234649206773	112.80017276130148	-3.8167938931297707	-1.282442748091603	-1.3740458015267174	-0.808095952023988	0.12143928035982009	-0.2593703148425787	1141.3919413919414	99.62857872567494	28.61180580794462	
1.7713405908776045E12	6.228260869565217	-5.326086956521739	2.3478260869565215	4.399760622381807	-8.598444045481747	0.045481747456612806	3929.6703296703295	1917.216117216117	1.0	8.865234649206773	112.80017276130148	-3.6030534351145036	-1.1603053435114503	-1.4198473282442747	-0.8035982008995503	0.12293853073463268	-0.2578710644677661	1158.974358974359	99.62857872567494	28.61180580794462	
1.7713405908972346E12	6.260869565217391	-5.315217391304348	2.3478260869565215	4.406941950927588	-8.610412926391382	0.033512866546977854	3904.7619047619046	1884.9816849816848	1.0	8.860129417620707	112.86516853932585	-4.091603053435114	-0.8091603053435115	-1.282442748091603	-0.8065967016491754	0.12743628185907047	-0.2623688155922039	1203.6630036630036	99.62574075043658	28.61180580794462	
1.7713405909168647E12	6.239130434782608	-5.315217391304348	2.369565217391304	4.406941950927588	-8.612806702573309	0.03590664272890485	3901.8315018315016	1873.9926739926739	1.0	8.860129417620707	112.86516853932585	-3.618320610687023	-0.8091603053435115	-1.0076335877862594	-0.8065967016491754	0.13793103448275862	-0.2578710644677661	1265.9340659340658	99.62574075043658	28.61180580794462	
1.7713405909364949E12	6.25	-5.326086956521739	2.3369565217391304	4.402154398563734	-8.617594254937163	0.011968880909634948	3928.205128205128	1904.7619047619046	1.0	8.855024186034639	112.93023926203517	-3.3587786259541983	-0.42748091603053434	-1.8931297709923662	-0.8050974512743628	0.136431784107946	-0.2578710644677661	1324.5421245421244	99.62574075043658	28.61180580794462	
1.7713405909561252E12	6.217391304347826	-5.3478260869565215	2.391304347826087	4.3949730700179535	-8.610412926391382	0.016756433273488927	3916.4835164835163	1896.7032967032965	1.0	8.860129417620707	112.86516853932585	-3.7709923664122136	-0.32061068702290074	-1.6335877862595418	-0.8110944527736131	0.14992503748125938	-0.2638680659670165	1370.6959706959706	99.62857872567494	28.61180580794462	
1.7713405909757554E12	6.239130434782608	-5.33695652173913	2.380434782608696	4.390185517654099	-8.608019150209456	0.04308797127468582	3929.6703296703295	1911.3553113553112	1.0	8.860129417620707	112.86516853932585	-3.8625954198473282	-0.10687022900763359	-1.6030534351145038	-0.8035982008995503	0.12293853073463268	-0.2608695652173913	1397.069597069597	99.62290277797226	28.61180580794462	
1.7713405909953855E12	6.228260869565217	-5.315217391304348	2.358695652173913	4.402154398563734	-8.603231597845602	0.05026929982046679	3929.6703296703295	1915.018315018315	1.0	8.855024186034639	112.93023926203517	-3.8167938931297707	0.0	-2.030534351145038	-0.815592203898051	0.13043478260869565	-0.2608695652173913	1400.7326007326005	99.63141670368735	28.61180580794462	
1.7713405910150156E12	6.206521739130435	-5.326086956521739	2.3478260869565215	4.383004189108318	-8.608019150209456	0.03590664272890485	3928.205128205128	1915.7509157509155	1.0	8.855024186034639	112.93023926203517	-3.8625954198473282	-0.33587786259541985	-1.8931297709923662	-0.8110944527736131	0.1424287856071964	-0.2608695652173913	1384.6153846153845	99.62574075043658	28.61180580794462	
1.7713405910346458E12	6.206521739130435	-5.33695652173913	2.380434782608696	4.380610412926392	-8.610412926391382	0.05026929982046679	3928.205128205128	1915.7509157509155	1.0	8.84991895444857	112.99538505912894	-4.1679389312977095	-0.3511450381679389	-1.8778625954198473	-0.8050974512743628	0.12593703148425786	-0.2593703148425787	1346.5201465201465	99.62574075043658	28.61180580794462	
1.771340591054276E12	6.217391304347826	-5.33695652173913	2.380434782608696	4.390185517654099	-8.61998803111909	0.033512866546977854	3923.8095238095234	1908.4249084249084	1.0	8.84991895444857	112.99538505912894	-3.8167938931297707	-0.183206106870229	-1.9694656488549618	-0.8035982008995503	0.1394302848575712	-0.2578710644677661	1299.6336996336995	99.62290277797226	28.61180580794462	
1.771340591073906E12	6.206521739130435	-5.358695652173913	2.369565217391304	4.3710353081986835	-8.622381807301018	0.023937761819269897	3929.6703296703295	1914.2857142857142	1.0	8.844813722862503	113.06060606060606	-3.7862595419847325	-0.2595419847328244	-1.8931297709923662	-0.8095952023988006	0.11094452773613193	-0.2593703148425787	1275.4578754578754	99.62574075043658	28.61180580794462	
1.7713405910935361E12	6.195652173913043	-5.326086956521739	2.3369565217391304	4.3949730700179535	-8.62716935966487	0.040694195092758824	3929.6703296703295	1915.7509157509155	1.0	8.844813722862503	113.06060606060606	-3.8625954198473282	-0.2748091603053435	-1.7557251908396947	-0.8125937031484257	0.13493253373313344	-0.2623688155922039	1265.2014652014652	99.62574075043658	28.61180580794462	
1.7713405911131663E12	6.184782608695652	-5.326086956521739	2.369565217391304	4.378216636744464	-8.603231597845602	0.03590664272890485	3917.948717948718	1900.3663003663003	1.0	8.844813722862503	113.06060606060606	-3.5572519083969465	-0.13740458015267176	-1.8015267175572518	-0.8140929535232384	0.14392803598200898	-0.2638680659670165	1253.4798534798533	99.62290277797226	28.61180580794462	
1.7713405911327964E12	6.195652173913043	-5.33695652173913	2.358695652173913	4.368641532016756	-8.600837821663674	0.03590664272890485	3901.8315018315016	1878.3882783882782	1.0	8.844813722862503	113.06060606060606	-3.633587786259542	-0.030534351145038167	-1.7099236641221374	-0.8095952023988006	0.13043478260869565	-0.2563718140929535	1243.956043956044	99.62574075043658	28.61180580794462	
1.7713405911524265E12	6.195652173913043	-5.33695652173913	2.358695652173913	4.3710353081986835	-8.600837821663674	0.031119090365050867	3929.6703296703295	1906.227106227106	1.0	8.834603259690367	113.19127419820862	-3.7709923664122136	-0.04580152671755725	-1.5572519083969465	-0.8125937031484257	0.12893553223388304	-0.2638680659670165	1234.4322344322343	99.62857872567494	28.61180580794462	
1.7713405911720566E12	6.206521739130435	-5.326086956521739	2.3478260869565215	4.380610412926392	-8.610412926391382	0.03590664272890485	3929.6703296703295	1913.5531135531135	1.0	8.839708491276436	113.12590239676581	-3.709923664122137	-0.5343511450381679	-1.5725190839694656	-0.7991004497751124	0.12593703148425786	-0.2578710644677661	1228.5714285714284	99.62574075043658	28.61180580794462	
1.7713405911916868E12	6.206521739130435	-5.33695652173913	2.369565217391304	4.409335727109515	-8.603231597845602	0.031119090365050867	3929.6703296703295	1915.7509157509155	1.0	8.839708491276436	113.12590239676581	-3.8625954198473282	-0.4580152671755725	-1.129770992366412	-0.8200899550224887	0.13793103448275862	-0.2593703148425787	1227.8388278388277	99.63141670368735	28.61180580794462	
1.771340591211317E12	6.25	-5.326086956521739	2.380434782608696	4.457211250748055	-8.593656493117892	0.052663076002393776	3926.7399267399264	1909.1575091575091	1.0	8.834603259690367	113.19127419820862	-3.297709923664122	1.0687022900763359	-2.0610687022900764	-0.800599700149925	0.13343328335832083	-0.2578710644677661	1236.6300366300366	99.62006480828197	28.61180580794462	
1.771340591230947E12	6.184782608695652	-5.326086956521739	2.3478260869565215	4.31837223219629	-8.605625374027529	0.047875523638539794	3931.135531135531	1920.8791208791208	1.0	8.834603259690367	113.19127419820862	-3.6488549618320607	-0.9312977099236641	-1.7404580152671756	-0.8065967016491754	0.1184407796101949	-0.2653673163418291	1253.4798534798533	99.63141670368735	28.61180580794462	
1.7713405912505771E12	6.228260869565217	-5.326086956521739	2.369565217391304	4.440454817474566	-8.569718731298623	0.03590664272890485	3929.6703296703295	1917.9487179487178	1.0	8.8294980281043	113.25672159583695	-3.4045801526717554	-0.6564885496183206	-1.9694656488549618	-0.7991004497751124	0.12443778110944527	-0.25487256371814093	1262.2710622710622	99.62574075043658	28.61180580794462	
1.7713405912702075E12	6.239130434782608	-5.315217391304348	2.3369565217391304	4.406941950927588	-8.605625374027529	0.016756433273488927	3916.4835164835163	1901.098901098901	1.0	8.8294980281043	113.25672159583695	-3.3435114503816794	0.030534351145038167	-2.259541984732824	-0.8020989505247376	0.1199400299850075	-0.2578710644677661	1254.9450549450548	99.62857872567494	28.61180580794462	
