Shimmer_A679_TimestampSync_Unix_CAL,Shimmer_A679_Accel_LN_X_CAL,Shimmer_A679_Accel_LN_Y_CAL,Shimmer_A679_Accel_LN_Z_CAL,Shimmer_A679_Accel_WR_X_CAL,Shimmer_A679_Accel_WR_Y_CAL,Shimmer_A679_Accel_WR_Z_CAL,Shimmer_A679_Battery_CAL,Shimmer_A679_Ext_Exp_A15_CAL,Shimmer_A679_GSR_Range_CAL,Shimmer_A679_GSR_Skin_Conductance_CAL,Shimmer_A679_GSR_Skin_Resistance_CAL,Shimmer_A679_Gyro_X_CAL,Shimmer_A679_Gyro_Y_CAL,Shimmer_A679_Gyro_Z_CAL,Shimmer_A679_Mag_X_CAL,Shimmer_A679_Mag_Y_CAL,Shimmer_A679_Mag_Z_CAL,Shimmer_A679_PPG_A13_CAL,Shimmer_A679_Pressure_BMP280_CAL,Shimmer_A679_Temperature_BMP280_CAL,Unnamed: 21
1770995740010.308,1.1195652173913042,-5.83695652173913,-0.6630434782608695,-1.196888090963495,-9.230400957510472,-3.269898264512268,4114.285714285714,1959.7069597069597,1.0,6.15435667700476,162.4865201161344,-3.480916030534351,8.931297709923664,1.6335877862595418,-0.2818590704647676,0.25487256371814093,-0.34782608695652173,1346.5201465201465,96.9560655340864,32.92826004030648,
1770995740029.8428,1.1521739130434783,-5.739130434782608,-0.717391304347826,-1.16098144823459,-9.17773788150808,-3.296229802513465,4114.285714285714,1958.974358974359,1.0,6.15435667700476,162.4865201161344,-3.282442748091603,9.48091603053435,2.1374045801526718,-0.2833583208395802,0.24587706146926536,-0.36281859070464767,1372.8937728937728,96.95035641494638,32.92826004030648,
1770995740049.3777,1.1956521739130435,-5.673913043478261,-0.6847826086956521,-1.1370436864153202,-9.084380610412927,-3.293836026331538,4112.820512820513,1964.102564102564,1.0,6.159461908590828,162.35184417737258,-4.106870229007633,8.717557251908397,2.732824427480916,-0.27586206896551724,0.26836581709145424,-0.3658170914542728,1391.9413919413919,96.95321097311052,32.92826004030648,
1770995740068.9124,1.2717391304347825,-5.695652173913043,-0.6304347826086957,-1.0532615200478754,-9.06523040095751,-3.241172950329144,4112.820512820513,1965.5677655677655,1.0,6.159461908590828,162.35184417737258,-4.351145038167939,8.320610687022901,2.3206106870229006,-0.2773613193403298,0.24737631184407796,-0.3493253373313343,1391.2087912087911,96.95321097311052,32.92826004030648,
1770995740088.4473,1.2608695652173914,-5.75,-0.6304347826086957,-1.0221424296828245,-9.101137043686416,-3.238779174147217,4089.377289377289,1934.065934065934,1.0,6.15435667700476,162.4865201161344,-4.229007633587786,7.938931297709924,2.4732824427480917,-0.2773613193403298,0.2338830584707646,-0.36281859070464767,1382.4175824175823,96.95321097311052,32.92826004030648,
1770995740107.9822,1.1739130434782608,-5.869565217391304,-0.6521739130434783,-1.0724117295032913,-9.244763614602034,-3.245960502692998,4086.4468864468863,1917.9487179487178,1.0,6.15435667700476,162.4865201161344,-4.106870229007633,7.2824427480916025,1.6946564885496183,-0.2698650674662669,0.239880059970015,-0.3613193403298351,1390.4761904761904,96.95321097311052,32.92826004030648,
1770995740127.517,1.1630434782608696,-5.934782608695652,-0.6413043478260869,-1.1346499102333931,-9.321364452423698,-3.26032315978456,4114.285714285714,1947.2527472527472,1.0,6.15435667700476,162.4865201161344,-4.2748091603053435,6.580152671755725,1.0229007633587786,-0.272863568215892,0.2518740629685157,-0.3613193403298351,1438.8278388278388,96.9560655340864,32.92826004030648,
1770995740147.052,1.1739130434782608,-5.923913043478261,-0.6195652173913043,-1.1131059245960502,-9.338120885697187,-3.262716935966487,4112.820512820513,1959.7069597069597,1.0,6.15435667700476,162.4865201161344,-4.1679389312977095,5.435114503816794,0.7175572519083969,-0.2773613193403298,0.239880059970015,-0.35082458770614694,1525.2747252747251,96.95321097311052,32.92826004030648,
1770995740166.587,1.1739130434782608,-5.9021739130434785,-0.5760869565217391,-1.1131059245960502,-9.31897067624177,-3.2076600837821663,4086.4468864468863,1925.2747252747251,1.0,6.15435667700476,162.4865201161344,-4.427480916030534,5.572519083969466,1.114503816793893,-0.2848575712143928,0.2518740629685157,-0.35082458770614694,1617.5824175824175,96.9560655340864,32.92826004030648,
1770995740186.1216,1.2391304347826086,-5.869565217391304,-0.5978260869565217,-1.0748055056852184,-9.292639138240574,-3.190903650508677,4109.89010989011,1947.2527472527472,1.0,6.15435667700476,162.4865201161344,-4.67175572519084,4.961832061068702,1.1755725190839694,-0.2833583208395802,0.24587706146926536,-0.35082458770614694,1698.9010989010987,96.95321097311052,32.92826004030648,
1770995740205.6565,1.2934782608695652,-5.793478260869565,-0.5869565217391304,-0.9718731298623579,-9.228007181328545,-3.2124476361460204,4112.820512820513,1960.4395604395604,1.0,6.15435667700476,162.4865201161344,-4.961832061068702,7.526717557251908,1.099236641221374,-0.2773613193403298,0.24587706146926536,-0.3523238380809595,1736.9963369963368,96.9560655340864,32.92826004030648,
1770995740225.1914,1.2173913043478262,-5.826086956521739,-0.6086956521739131,-1.0939557151406343,-9.218432076600838,-3.1932974266906045,4114.285714285714,1958.974358974359,1.0,6.15435667700476,162.4865201161344,-5.221374045801526,5.770992366412213,0.9770992366412213,-0.2773613193403298,0.24587706146926536,-0.3538230884557721,1720.14652014652,96.9560655340864,32.92826004030648,
1770995740244.7263,1.3043478260869565,-5.793478260869565,-0.5978260869565217,-0.9838420107719928,-9.18491921005386,-3.2244165170556554,4090.8424908424904,1926.7399267399267,1.0,6.15435667700476,162.4865201161344,-4.67175572519084,3.847328244274809,0.366412213740458,-0.2773613193403298,0.24137931034482757,-0.3493253373313343,1664.4688644688645,96.95321097311052,32.92826004030648,
1770995740264.2612,1.2065217391304348,-5.804347826086956,-0.5978260869565217,-1.0676241771394375,-9.20885697187313,-3.1693596648713345,4114.285714285714,1949.4505494505493,1.0,6.15435667700476,162.4865201161344,-4.396946564885496,2.015267175572519,0.33587786259541985,-0.2788605697151424,0.24137931034482757,-0.3523238380809595,1582.4175824175823,96.95892009787404,32.92826004030648,
1770995740283.796,1.2391304347826086,-5.8478260869565215,-0.5978260869565217,-1.0508677438659486,-9.2327947336924,-3.1813285457809695,4114.285714285714,1956.0439560439559,1.0,6.15435667700476,162.4865201161344,-4.061068702290076,1.816793893129771,-0.9312977099236641,-0.2788605697151424,0.2338830584707646,-0.34782608695652173,1491.5750915750914,96.95321097311052,32.92826004030648,
1770995740303.331,1.2282608695652173,-5.815217391304348,-0.6304347826086957,-1.0532615200478754,-9.237582286056254,-3.2435667265110713,4111.355311355311,1956.0439560439559,1.0,6.149251445418693,162.6214196762142,-3.9541984732824424,2.2442748091603053,-1.3129770992366412,-0.2773613193403298,0.24137931034482757,-0.3583208395802099,1413.1868131868132,96.95321097311052,32.92826004030648,
1770995740322.8655,1.1195652173913042,-5.804347826086956,-0.6739130434782609,-1.163375224416517,-9.220825852782765,-3.279473369239976,4087.912087912088,1925.2747252747251,1.0,6.15435667700476,162.4865201161344,-4.381679389312977,1.618320610687023,-1.5267175572519083,-0.27586206896551724,0.24587706146926536,-0.35082458770614694,1362.6373626373625,96.95035641494638,32.92826004030648,
